Bacillus subtilis,Bradyrhizobium sp. BTAi1,Listeria monocytogenes,Enterococcus faecalis,Cupriavidus metallidurans,Bradyrhizobium sp. SK17,Lactobacillus fermentum,Bradyrhizobium sp. S23321,Salmonella enterica,Brevundimonas sp. DS20,Cutibacterium acnes,Gordonia terrae,Gordonia bronchialis,Ralstonia pickettii,Gordonia sp. KTR9,Streptococcus oralis,Chroococcidiopsis thermalis,Propionibacterium virus Pirate,Methylobacterium sp. C1,Pseudomonas fluorescens,Carnobacterium inhibens,Pantoea sp. PSNIH1,Bradyrhizobium diazoefficiens,Brevundimonas sp. GW460-12-10-14-LB2,Chryseobacterium taklimakanense,Bradyrhizobium japonicum,Methylobacterium radiotolerans,Thermothelomyces thermophila,Bradyrhizobium sp.,Brevundimonas vesicularis,Acinetobacter junii,Gordonia phage Phinally,Streptococcus mitis,Thielavia terrestris,Bradyrhizobium sp. CCGE-LA001,Brevundimonas sp. LM2,Brevundimonas subvibrioides,Acinetobacter schindleri,Human mastadenovirus C,Candida dubliniensis,Saccharomyces cerevisiae,Alteromonas macleodii,Rhodococcus fascians,Paucibacter sp. KCTC 42545,Veillonella parvula,Pseudomonas aeruginosa,Leishmania major,Microlunatus phosphovorus,Brevundimonas naejangsanensis,Enterococcus faecium
0.005830989,0.003229673,0.005079952,0.003020561,0.005063012,0.001502979,0.003769098,0.004055882,0.002620909,0.000536388,0.001346857,0.004972222,0.002136154,0.001601239,0.000949554,0.003023585,0.004088433,0.003155548,0.001957341,0.002575038,0.001797578,0.003225812,0.005337134,0.004749748,0.000813105,0.001388404,0.001256253,0.002401548,0.001130542,0.001430861,0.003423834,0.000880908,0.002250038,0.002329622,0.000722001,0.000807351,0.002416883,0.003797423,0.000813157,0.001499624,0.001985694,0.002103212,0.004527378,0.004937945,0.004041191,0.001732823,0.002075339,0.000914282,0.001470536,0.001665262
0.004861608,0.003443358,0.008237499,0.002639693,0.002817018,0.005063569,0.004457777,0.005900789,0.001603514,0.001790508,0.005104184,0.006985556,0.004045718,0.003075587,0.001328368,0.002072463,0.001059248,0.000498541,0.000910789,0.002268044,0.000651011,0.00205926,0.001157793,0.004744721,0.003704014,0.001000293,0.003859374,0.003024111,0.001027851,0.001216732,0.002318173,0.000218222,0.000976374,0.002180549,0.000816716,0.002736259,0.004113932,0.001581087,0.002101234,0.001157906,0.001305467,0.003253347,0.000853183,0.001424733,0.001746621,0.002256048,0.001342708,0.001602951,0.002576525,0.002263075
0.005701703,0.002877641,0.005651167,0.001946132,0.002531589,0.006399657,0.004048763,0.001366615,0.002470366,0.002649962,0.003765666,0.004595388,0.002948438,0.003682326,0.002006103,0.005349462,0.001608946,0.005741744,0.003526703,0.002480274,0.003187992,0.003169853,0.000768388,0.002111691,0.005260075,0.00465972,0.004924919,0.001041829,0.001082848,0.001212617,0.003076236,0.001046734,0.000394496,0.002458243,0.001299574,0.001628988,0.002231058,0.001294697,0.001021725,0.001213902,0.001805112,0.004746157,0.001169984,0.003795018,0.000754008,0.002391201,0.001298514,0.002408362,0.001836506,0.002962795
0.004611236,0.003565051,0.003010249,0.003690625,0.001716341,0.002017576,0.003305768,0.005177886,0.003406917,0.002843241,0.003693404,0.001109261,0.00246253,0.006815835,0.005215074,0.006564002,0.001018407,0.004553541,0.004024829,0.003153783,0.002636462,0.002989656,0.002765566,0.001667492,0.003682809,0.000692945,0.00430846,0.00219257,0.003564958,0.002562474,0.001670482,0.005950479,0.001291331,0.002674766,0.000593931,0.001332225,0.001820587,0.002331573,0.000400812,0.000763283,0.002768943,0.000756281,0.000714524,0.000956546,0.001411055,0.001839077,0.001583197,0.001182448,0.004885286,0.003287991
0.008789602,0.002573632,0.003847398,0.004277853,0.000864928,0.006882611,0.001605645,0.00153728,0.002649447,0.006747892,0.001058266,0.001497728,0.006114101,0.003612718,0.001283513,0.00134004,0.003192984,0.001674914,0.000726512,0.002425904,0.001727745,0.00325704,0.002152562,0.002085114,0.002706882,0.003965912,0.001497994,0.002513704,0.002695295,0.002786343,0.002406382,0.000584444,0.003870744,0.003231673,0.00124473,0.002412205,0.002481422,0.001036656,0.003258896,0.001099512,0.004419305,0.000415259,0.002479558,0.001307769,0.001614912,0.00239766,0.001017413,0.001639324,0.001027387,0.001634188
0.008401108,0.008126353,0.002060609,0.002643955,0.004358037,0.0007904,0.003610184,0.001304533,0.002804599,0.000951774,0.001849707,0.005615753,0.00301703,0.004179108,0.001683602,0.002714274,0.001002226,0.000193708,0.004737666,0.002680989,0.001055818,0.001724249,0.001367042,0.003461233,0.002278664,0.004464735,0.008421989,0.002865779,0.004033619,0.001304751,0.002485979,0.000443305,0.002258697,0.002455101,0.00085051,0.004426613,0.002599636,0.001761972,0.00202177,0.001829639,0.002566725,0.002111059,0.001501363,0.003560193,0.001927084,0.002052826,0.001038828,0.002146027,0.002245791,0.002417496
0.005300447,0.002368828,0.003734611,0.002428736,0.003066892,0.003137736,0.002973338,0.002100303,0.00357254,0.005455298,0.001331267,0.004853301,0.000957293,0.001262725,0.00130586,0.005151054,0.001982442,0.003909869,0.004087693,0.003360101,0.002310899,0.002458473,0.005119527,0.002599928,0.001487931,0.000992074,0.000937806,0.002087297,0.001557283,0.002540432,0.00232925,0.007852183,0.000808748,0.001202249,0.003431675,0.00165348,0.001403674,0.003061238,0.001026467,0.002710666,0.001417188,0.001273819,0.002072779,0.00125798,0.002033794,0.001265249,0.001072845,0.001964936,0.00049555,0.001812984
0.001911791,0.002039647,0.005643221,0.003282576,0.002766784,0.002315484,0.004275282,0.00168624,0.003528602,0.003263721,0.002629633,0.001552563,0.005159956,0.004995797,0.002116278,0.002381013,0.00320563,0.000214365,0.004960135,0.002927577,0.001592099,0.003108313,0.000416204,0.001650575,0.003337049,0.00204698,0.001276269,0.002879038,0.002005967,0.001817179,0.003267831,0.000102196,0.000596491,0.001574778,0.000504102,0.000839929,0.002603596,0.003078723,0.003744628,0.001801072,0.000902915,0.001623464,0.00176355,0.000576469,0.000976928,0.001404019,0.00309587,0.003515941,0.004167811,0.003633647
0.010191535,0.002764513,0.003723527,0.002698252,0.008339212,0.001190743,0.004389955,0.005256389,0.002899466,0.001068113,0.003906667,0.001911686,0.00199749,0.002913766,0.00119214,0.004276001,0.003181422,0.000368149,0.002994421,0.003670019,0.002108029,0.002454444,0.001593513,0.00167839,0.001889908,0.001024388,0.004371634,0.002112917,0.001430771,0.005941605,0.003115997,0.00517586,0.000922306,0.003332859,0.000832454,0.000827075,0.001498306,0.00120531,0.003658876,0.001856882,0.00095405,0.001428279,0.001657855,0.001998499,0.001436455,0.002772359,0.002573572,0.001418783,0.001453333,0.003758396
0.003301623,0.005772175,0.004384557,0.005003342,0.001831826,0.001495677,0.003415764,0.005740089,0.001657196,0.003480924,0.002193247,0.001763685,0.001553611,0.005667808,0.001718415,0.005621192,0.002671295,0.001561915,0.002522372,0.002798641,0.000526306,0.001079806,0.001536862,0.005105802,0.002057183,0.000855645,0.005315601,0.003374157,0.000904087,0.001801032,0.001397737,0.001897415,0.003935923,0.003946311,0.001548569,0.001350144,0.001254067,0.000457368,0.005243072,0.001222749,0.002876555,0.001810461,0.001923297,0.001467604,0.002444908,0.002324814,0.000856606,0.003170154,0.001569586,0.003049564
0.004851504,0.006191253,0.006416162,0.004147833,0.007825845,0.001255983,0.002054764,0.001874516,0.004106252,0.001915333,0.00369824,0.004268257,0.000972224,0.000260816,0.001087659,0.004842966,0.000825927,0.005068662,0.005565213,0.003358062,0.001103014,0.001889023,0.001735872,0.00390509,0.002848097,0.002371328,0.001963228,0.002973644,0.004236889,0.000665848,0.002969382,0.00086159,0.001157678,0.001638124,0.001247044,0.003002292,0.004048404,0.003803375,0.001593853,0.002078034,0.000681894,0.002212677,0.001805291,0.000680808,0.001863661,0.001839222,0.00131778,0.002957895,0.001908752,0.002358763
0.004330025,0.002121851,0.004442964,0.00349178,0.002096944,0.00182539,0.004514317,0.002579338,0.002411514,0.005155645,0.00237977,0.003705396,0.001543961,0.001253031,0.000978811,0.001476913,0.003840197,0.002623189,0.000825114,0.002274903,0.002633013,0.004155198,0.003250217,0.001307439,0.001432889,0.004117273,0.001622434,0.003291322,0.003242787,0.001217332,0.004056503,0.001688557,0.001581148,0.005627129,0.004170751,0.001442959,0.000662802,0.002682248,8.18E-05,0.001949549,0.002127788,0.002154996,0.00126646,0.004817388,0.001847758,0.00119118,0.001649457,0.00130869,0.001499985,0.001849763
0.005805446,0.003294804,0.005267854,0.002313813,0.001696929,0.005035518,0.003843614,0.001090292,0.001757539,0.001621909,0.005489963,0.00297965,0.005076299,0.002420421,0.002523625,0.000986256,0.003602652,0.002465133,0.001740448,0.002277865,0.001825327,0.002366816,0.001020465,0.005483527,0.001878386,0.001129353,0.001569492,0.003636375,0.004563741,0.001412766,0.002876011,0.0002693,0.000450336,0.002136405,0.006139168,0.000852471,0.001207989,0.001954298,0.001342747,0.003423761,0.003097834,0.002884672,0.001062757,0.001067526,0.002418338,0.00177651,0.002423143,0.002628928,0.000497005,0.00320595
0.005022379,0.003309483,0.00240504,0.007636342,0.003121883,0.00228552,0.005162651,0.002220953,0.002606627,0.005545368,0.003817971,0.002354348,0.002231583,0.001273961,0.001258635,0.001400493,0.003226039,0.00377029,0.004989561,0.002582717,0.003831045,0.001807745,0.003839403,0.001571558,0.003055094,0.003905574,0.004243713,0.002131156,0.001827215,0.002022695,0.003830825,0.000450832,0.002963309,0.001555472,0.0032248,0.002322379,0.002631872,0.003764104,0.00164662,0.002425787,0.002552773,0.002799721,0.002363934,0.001001973,0.000265563,0.002094212,0.001981711,0.001949968,0.000692851,0.001390322
0.007703402,0.000863987,0.003600943,0.004530717,0.010482454,0.00887899,0.002329292,0.000554743,0.00172205,0.001425803,0.00316577,0.002513084,0.001259916,0.00310276,0.004777534,0.003349535,0.001461046,0.002579628,0.001452449,0.001471226,0.001518945,0.003362967,0.001985441,0.001421774,0.001926349,0.000841013,0.002152315,0.001429477,0.001424564,0.002108826,0.003024869,0,0.002039079,0.00297848,0.001325166,0.001894074,0.006173185,0.001804431,0.003194178,0.000551167,0.001103524,0.001698289,0.001143437,0.006264065,0.001467675,0.001589646,0.002066307,0.001531279,0.001943293,0.000886424
0.004283445,0.001947814,0.003676394,0.004860081,0.002840613,0.002070066,0.002800228,0.001490905,0.00308827,0.001081934,0.00603902,0.002319136,0.006047204,0.004561137,0.007525785,0.005648914,0.001833717,6.89E-05,0.001366919,0.002757942,0.002511807,0.002649076,0.00326924,0.00375812,0.003314836,0.006367886,0.003050281,0.000456064,0.000834168,0.003161677,0.00143739,0.00022725,0.000437265,0.001161743,0.001489502,0.000363003,0.001014352,0.002142007,0.000870837,0.00206871,0.001581858,0.005237499,0.00107339,0.001229855,0.001856275,0.002099207,0.002170847,0.001290899,0.001634452,0.002863735
0.007067685,0.00538054,0.005141647,0.004189207,0.003664444,0.005185995,0.0014814,0.004390485,0.00309092,0.002504323,0.002684544,0.000641931,0.0022986,0.004309005,0.000719446,0.003063308,0.002057547,0.002113618,0.001244973,0.001787857,0.001714493,0.004178344,0.001499333,0.001856514,0.002420791,0.003569975,0.000828371,0.001786045,0.001016616,0.00119026,0.001616121,0.001301695,0.000606737,0.003388416,0.001205585,0.002058349,0.001968643,0.003607049,0.004466843,0.000859198,0.000987301,0.003091652,0.002778152,0.001171148,0.001026135,0.002159909,0.002612364,0.001454598,0.003831941,0.000707115
0.00818683,0.002799475,0.004379203,0.004268565,0.001728401,0.005650151,0.004118969,0.005680822,0.002026826,0.000786967,0.002977462,0.002626596,0.004661495,0.001971484,0.002030366,0.004166084,0.001569044,0.004694646,0.001617488,0.002030043,0.001916803,0.001771547,0.001615404,0.002424784,0.003545081,0.001028959,0.001167282,0.001424968,0.004157119,0.00167643,0.001781392,0.00069782,0.001015118,0.003475365,0.002746958,0.002099727,0.002827037,0.002603391,0.000813642,0.002578206,0.001487079,0.000168487,0.001490636,0.003126573,0.002086785,0.001433787,0.001968539,0.001296463,0.001616098,0.000921649
0.00639945,0.011698179,0.004377371,0.002427252,0.007860056,0.005913873,0.004126046,0.003499088,0.002823185,0.002579139,0.005119584,0.000775666,0.006003496,0.000984006,0.002463094,0.003925836,0.002966717,0.000139614,0.004621667,0.002168755,0.003516696,0.002964594,0.001499937,0.003361412,0.003031387,0.001044522,0.001629573,0.002311965,0.001169239,0.001135165,0.001397646,0.003825867,0.007155737,0.001645923,0.000891929,0.003168492,0.000914584,0.002002672,0.003604871,0.002817453,0.001793867,0.001827381,0.002764097,0.000640281,0.001507179,0.00169717,0.001208243,0.002723793,0.001721764,0.001675534
0.009680438,0.003419105,0.003960971,0.001787757,0.003940381,0.003774088,0.003254469,0.001076153,0.005418649,0.005526433,0.003345131,0.001406775,0.003460213,0.005404,0.002724466,0.004420252,0.003004044,0.001365433,0.001949636,0.004388433,0.003070534,0.001789909,0.002520647,0.003506175,0.003210604,0.001057499,0.001165304,0.000988175,0.001613591,0.003069999,0.001663973,0.005853615,0.000949308,0.001134501,0.000639152,0.000921628,0.001435461,0.002939269,0.006264315,0.0025282,0.002752572,0.001168949,0.003705963,0.003206251,0.003064236,0.003042236,0.003501087,0.001872495,0.001847279,0.001678654
0.011588398,0.006303558,0.005823547,0.00423952,0.004963283,0.002126466,0.003635611,0.002843269,0.003474451,0.000601856,0.006201445,0.000938784,0.003428981,0.001106714,0.003173861,0.003081678,0.001856513,0.00247337,0.001217232,0.004488147,0.000783063,0.005973537,0.001742665,0.0038438,0.004331523,0.001126173,0.00461512,0.002043969,0.001677481,0.002062361,0.003128013,7.31E-05,0.003243694,0.001614029,0.004092219,0.001856089,0.001604366,0.002303802,0.002190112,0.002293364,0.001376187,0.002337909,0.001820625,0.002471266,0.001077361,0.003050181,0.002183436,0.001688493,0.003044284,0.002399521
0.00513603,0.003842914,0.003308343,0.006098158,0.002467322,0.005102716,0.002976347,0.002292135,0.002123333,0.001975455,0.003746163,0.002335156,0.002700162,0.006426369,0.002581331,0.003920099,0.006704235,0.001852703,0.000877719,0.002282312,0.001752075,0.003018514,0.00390592,0.00366279,0.001373945,0.00571609,0.001814026,0.001707175,0.000572617,0.001528446,0.002365902,0.005148244,0.00149399,0.0016512,0.003467992,0.00086529,0.002379258,0.002578669,5.04E-05,0.001617783,0.001877228,0.003254822,0.002572285,0.003543776,0.001014722,0.00198928,0.002906377,0.002380833,0.001060958,0.000905987
0.004401087,0.008167499,0.009340555,0.002989377,0.002666209,0.001877022,0.004548137,0.000946849,0.0046413,0.005269778,0.002166977,0.002454345,0.001865508,0.002127705,0.001758306,0.002550952,0.002147661,0.000849331,0.001730951,0.002647313,0.000504307,0.001895555,0.00407619,0.00140511,0.001456859,0.00263053,0.002084588,0.001962199,0.000933162,0.004769454,0.002324069,0.000369652,0.005126702,0.001989293,0.004566241,0.001490192,0.004374582,0.002051579,0.001750184,0.003120875,0.001230503,0.00318182,0.003550828,0.000944496,0.001508279,0.002003469,0.000899217,0.001787383,0.000324361,0.003320921
0.003476858,0.011125156,0.001767975,0.004041624,0.002011348,0.001178008,0.003911364,0.001990519,0.004069252,0.004076354,0.001164568,0.000649302,0.004866707,0.004448966,0.002548645,0.001556747,0.001418276,0.006471315,0.002472102,0.00303901,0.000682078,0.003734325,0.000953781,0.002251538,0.001549861,0.0021176,0.004362033,0.002387363,0.002370853,0.000955883,0.002896659,0.000242329,0.001372011,0.001828924,0.001202742,0.001648629,0.001305454,0.001237046,0.003881764,0.000787455,0.001386049,0.001345223,0.001951941,0.000602895,0.001580245,0.002523143,0.003677392,0.001647785,0.002386138,0.001858569
0.00456178,0.002900003,0.004429697,0.006283761,0.001513166,0.002209538,0.003712162,0.001772651,0.00363778,0.002901995,0.003268063,0.002044761,0.003829395,0.004873898,0.001318267,0.000899269,0.001086139,0.000325955,0.003898862,0.002326506,0.00192499,0.00202336,0.002253289,0.002989067,0.003209295,0.001573451,0.003920183,0.001745031,0.000982676,0.000765273,0.003175298,0.001112267,0.000842953,0.00124712,0.001062397,0.003147046,0.000473993,0.001968615,0.003546019,0.001397945,0.002052806,0.000369375,0.001587641,0.004246121,0.001067656,0.00231432,0.001994571,0.000733389,0.001360592,0.000873167
0.003884847,0.00635322,0.002910557,0.005186313,0.002618377,0.006053509,0.003588503,0.001342215,0.002975099,0.003829384,0.001494108,0.007000169,0.003324477,0.00056801,0.002186712,0.005230313,0.001807419,0.000667802,0.008422442,0.002055163,0.001066542,0.001981768,0.009774058,0.002885339,0.001845732,0.005326314,0.00420888,0.001708048,0.001434084,0.000935467,0.001345215,0.002158844,0.002231345,0.00253189,0.000650496,0.001461223,0.001733751,0.001374611,0.001223932,0.001395191,0.001600017,0.003327188,0.003288101,0.003800404,0.001252614,0.001980645,0.002240409,0.002418711,0.001167081,0.00049034
0.006247563,0.001338216,0.003701786,0.005211055,0.002408084,0.003093597,0.004549424,0.006543147,0.003380229,0.001296714,0.003491442,0.003534995,0.002645837,0.001448637,0.001423869,0.000552393,0.003427048,0.005182723,0.001896533,0.002926936,0.005310404,0.002038005,0.002437219,0.002100369,0.003598172,0.001867779,0.000855375,0.001988067,0.001194362,0.001213796,0.003137551,2.67E-05,0.004214532,0.00086875,0.003973945,0.004355949,0.004471695,0.001478096,0.001307883,0.001217194,0.001863753,0.002047631,0.000989641,0.001083362,0.001072645,0.001317898,0.002092216,0.002730128,0.000742231,0.002325915
0.003101984,0.002567087,0.00562933,0.004152754,0.009040208,0.001067923,0.003232114,0.004879876,0.00157559,0.001799681,0.002438457,0.001582352,0.001304459,0.003264923,0.002339424,0.001745333,0.001787008,0.005874212,0.001198613,0.002053571,0.001771913,0.002305204,0.005888778,0.004377473,0.002315911,0.004457911,0.005108392,0.0006083,0.001457088,0.001048204,0.001673526,0.004075079,0.001992598,0.001968064,0.000658221,0.005112514,0.001041574,0.00126426,0.002403125,0.003018138,0.001612366,0.000411874,0.001574896,0.000952317,0.002068219,0.00140324,0.002769521,0.001574043,0.001259986,0.000389227
0.003780016,0.004119188,0.004310953,0.004937286,0.001638389,0.011595037,0.002965009,0.001863798,0.003545055,0.001360118,0.001269729,0.004292855,0.005473137,0.00203436,0.001025424,0.000992995,0.002311939,0.00403647,0.003936199,0.00223496,0.001523907,0.00160871,0.001291554,0.001983016,0.002863603,0.001556988,0.001387553,0.001034599,0.002009924,0.001915852,0.00266589,0.002437718,0.001798515,0.001969028,0.002330987,0.000669498,0.002813687,0.001929128,0.001066449,0.00063558,0.002674832,0.002070125,0.002575585,0.004144822,0.003685279,0.001756766,0.002043432,0.001743421,0.00395792,0.001118261
0.006522897,0.004084051,0.003682825,0.002738687,0.002831123,0.003402948,0.002557971,0.002239885,0.00213545,0.001645058,0.002895259,0.003029486,0.002838922,0.000796878,0.000891014,0.002297835,0.002108186,0.003610861,0.001485847,0.004556292,0.004456078,0.001324179,0.002084664,0.002611044,0.004124709,0.001623986,0.003867162,0.001763176,0.002261522,0.001882052,0.002120829,0.001167847,0.00135914,0.001411706,0.000982458,0.000667332,0.000820805,0.00349199,0.000738018,0.003145877,0.001664585,0.001151924,0.001249001,0.000565605,0.003721726,0.001820781,0.001027432,0.00313854,0.004149138,0.001982111
0.004220134,0.004175595,0.007117945,0.007125258,0.003835621,0.00333553,0.004387585,0.005298139,0.003178132,0.004889798,0.001313676,0.001153858,0.002436811,0.001584742,0.002443035,0.004537797,0.00267931,0.001110472,0.003803111,0.003562319,0.002115103,0.003130539,0.000527802,0.003592338,0.002474507,0.000946384,0.000961568,0.000434541,0.003385406,0.001128804,0.002529797,0.000149986,0.001769834,0.001477135,0.001128374,0.001115266,0.001783552,0.001290366,0.002648567,0.000923801,0.001556962,0.004694912,0.001921137,0.001824085,0.003429932,0.001759877,0.00156383,0.001915328,0.000556333,0.002185135
0.005480879,0.002856608,0.001082822,0.006755047,0.002341847,0.003669151,0.00138555,0.008164818,0.00362711,0.004926027,0.00157522,0.001796789,0.003729483,0.001636459,0.003143779,0.001261641,0.002002645,0.00618753,0.001162983,0.002990907,0.001567324,0.003234372,0.001225345,0.005122308,0.001886204,0.002404529,0.001926753,0.003508754,0.001351152,0.001315285,0.001429224,0.000492857,0.003372936,0.001066595,0.004999288,0.000722549,0.001249702,0.001515377,0.001418994,0.003113133,0.001460286,0.001589795,0.001893405,0.003467977,0.000469245,0.002957964,0.0025977,0.00226218,0.000748999,0.000933177
0.006346101,0.001918151,0.005596632,0.00335962,0.003980514,0.004478173,0.002018823,0.001684032,0.003220573,0.000678677,0.001540786,0.002293533,0.00115682,0.004337218,0.001387801,0.003107364,0.001460232,0.002046646,0.004731104,0.001496134,0.000371702,0.002499063,0.00208142,0.002909369,0.003131361,0.002920352,0.001506352,0.002359431,0.001525641,0.000650789,0.002098807,0.000491494,0.002605023,0.00202957,0.001854903,0.00253528,0.00423061,0.002822629,0.003392703,0.002178388,0.002316983,0.002658834,0.001508366,0.000654603,0.004108525,0.002612577,0.002678492,0.002520509,0.000844681,0.002765666
0.006041895,0.005860376,0.006212448,0.005138781,0.003095918,0.003454532,0.001872938,0.001331396,0.002315441,0.002111369,0.002386911,0.004391147,0.0009468,0.003072094,0.002507251,0.003681123,0.001677062,0.008200616,0.001202507,0.003057957,0.001104423,0.002094164,0.006618703,0.000877892,0.003019214,0.001516427,0.00141655,0.004127924,0.000943465,0.001022123,0.002768145,0.00396825,0.002984018,0.001286769,0.002491838,0.002585457,0.002126552,0.000646069,0.000495712,0.001031886,0.001910452,0.004825453,0.003770167,0.00339864,0.000779119,0.001219803,0.002066552,0.002599724,0.002345685,0.002636948
0.00417291,0.006545595,0.004439061,0.003326419,0.002037314,0.00243766,0.00277019,0.000619192,0.001857223,0.002325099,0.005492929,0.002610107,0.002370449,0.005809144,0.000728181,0.002208607,0.005980528,0.001734605,0.001319218,0.002706241,0.003500489,0.001844855,0.004448742,0.003940564,0.000777505,0.00450231,0.002178643,0.002641897,0.001441303,0.003681687,0.002845177,0.003111342,0.000773743,0.002774412,0.001250656,0.001771289,0.002329635,0.001433518,0.001583824,0.002759024,0.001587011,0.002449844,0.001946853,0.001654111,0.000815211,0.00225855,0.001795756,0.001309902,0.00081895,0.002115532
0.008335126,0.008071198,0.003906791,0.004004543,0.006658136,0.003835194,0.003744084,0.005086057,0.004284443,0.003252185,0.00228337,0.002887859,0.004265102,0.004542823,0.002634539,0.002336106,0.003020715,0.000558068,0.002508774,0.004005283,0.001049017,0.003253571,0.00222822,0.005072755,0.002234962,0.001390921,0.000762279,0.001366979,0.001034532,0.004866617,0.001852124,0.003438116,0.000900402,0.001481619,0.001204765,0.001266597,0.002027629,0.002190433,0.00079898,0.002159542,0.00269139,0.000987925,0.002867385,0.000959307,0.003008508,0.002269869,0.000791914,0.002131924,0.001091906,0.00123028
0.005351671,0.003235028,0.00623828,0.005181122,0.006070282,0.001643509,0.002883494,0.001585354,0.003108011,0.001823863,0.003334673,0.002651185,0.002498427,0.007993199,0.006970189,0.00343838,0.005051362,0.000473878,0.00078276,0.002177862,0.001178527,0.00162359,0.001791294,0.002015202,0.001068851,0.001217099,0.001140581,0.002676624,0.001944144,0.001233746,0.004119259,0.001870251,0.001117834,0.001158065,0.002098211,0.001510458,0.002483642,0.002368383,0.000485024,0.001258931,0.001171708,0.001330718,0.001289787,0.001296307,0.00192793,0.001873702,0.001864597,0.002538318,0.000851259,0.002109428
0.004823488,0.011473448,0.006026804,0.002630992,0.005342086,0.001849124,0.003656293,0.000921593,0.004832139,0.007561038,0.001026276,0.003334737,0.003823118,0.001034287,0.002133322,0.003785415,0.001375428,0.009954596,0.002340942,0.00115793,0.001000275,0.005029337,0.002290489,0.002027267,0.005427677,0.001963015,0.001133661,0.004960833,0.000941882,0.001458499,0.001292421,0.00369204,0.000748195,0.001484181,0.001806152,0.002439919,0.001672002,0.003631294,0.004895899,0.00126685,0.001812533,0.000785223,0.001967351,0.000366144,0.001823285,0.002243548,0.001203015,0.001840362,0.000996981,0.002215357
0.009277982,0.002514674,0.008392581,0.006681431,0.006719871,0.005710145,0.002506361,0.001417265,0.004316648,0.001183245,0.004181379,0.003012108,0.005662785,0.001186923,0.003867405,0.006384753,0.003469542,0.006751223,0.003371047,0.001857223,0.000990984,0.0023889,0.001787667,0.001440684,0.002107592,0.001699677,0.000764289,0.001373819,0.002354243,0.004145722,0.001868426,0.002395382,0.000992801,0.002115612,0.000782259,0.003695538,0.000754013,0.001829911,0.002957002,0.002141756,0.001326605,0.002486945,0.001447232,0.003617089,0.002129463,0.001522211,0.001422825,0.001998054,0.003007269,0.000808073
0.007479694,0.003100598,0.004906659,0.003112071,0.002705117,0.002681991,0.003000597,0.002982389,0.003653108,0.003766617,0.003228168,0.003812321,0.002163139,0.007356676,0.006798264,0.000443742,0.00250935,0.00286578,0.003790008,0.001941145,0.002497563,0.003085186,0.001876249,0.002930079,0.001920318,0.003261094,0.000520259,0.001398541,0.004940251,0.001734879,0.001345295,0.002317703,0.001010389,0.001461209,0.0050331,0.001078714,0.000530252,0.001993719,0.000214722,0.003298928,0.001707087,0.000631322,0.001676966,0.005977137,0.004424503,0.002417153,0.003584258,0.002237889,0.003456866,0.002153182
0.005423134,0.002029363,0.003879586,0.001644322,0.002600227,0.006896767,0.003173245,0.002671116,0.003981397,0.001129338,0.003814803,0.001483256,0.001837915,0.002144602,0.004554963,0.005078357,0.006039926,0.002409819,0.002539027,0.002074899,0.001664895,0.002649092,0.004756011,0.00180662,0.00239858,0.001027547,0.001103575,0.001842334,0.000794401,0.002445636,0.001552789,0.000491685,0.001557168,0.00171265,0.001318588,0.0010121,0.001350017,0.003769154,0.001822601,0.001331639,0.003137328,0.003245504,0.004041056,0.000853527,0.001355444,0.001174206,0.00117138,0.002105813,0.001678105,0.000630414
0.003643839,0.003141176,0.011229629,0.002727532,0.003063673,0.003658633,0.002512761,0.00316012,0.002944385,0.00286821,0.003034408,0.001451807,0.007071047,0.001316623,0.001465882,0.000873339,0.002506837,0.00321383,0.002072863,0.001584935,0.003995205,0.001825103,0.001683743,0.002152533,0.0009703,0.001643004,0.001097151,0.001949858,0.002949227,0.001117699,0.001526073,0.002602579,0.005569843,0.003727104,0.001139499,0.000860846,0.003441032,0.003427528,0.002596059,0.001114402,0.000946523,0.00147325,0.002823592,0.000711442,0.000624659,0.001915768,0.001849144,0.001279383,0.000538486,0.001264271
0.006410373,0.011508593,0.005041122,0.002907845,0.00402445,0.002905311,0.004678695,0.002231295,0.00251552,0.004761073,0.003781594,0.001185903,0.007772059,0.00409635,0.004782041,0.001174041,0.00190051,0.002142055,0.001334557,0.0017421,0.00204867,0.000906751,0.001901622,0.001107052,0.002506267,0.002513324,0.001590214,0.001652954,0.000885436,0.002992264,0.001588235,0.000199003,0.00291894,0.0016176,0.004460812,0.000886567,0.001617817,0.004234792,0.00252428,0.002454439,0.004218091,0.00230218,0.002729669,0.003766311,0.002035125,0.00160595,0.001006243,0.002419314,0.00301171,0.003056281
0.005706237,0.002147695,0.005685751,0.00319847,0.00324355,0.002803302,0.00443639,0.00110703,0.002501523,0.00404411,0.003577949,0.002709275,0.002494773,0.002933004,0.004529234,0.001264116,0.002685223,0.004032851,0.001088584,0.003522789,0.004294488,0.002633766,0.001042035,0.001344155,0.00116203,0.00396388,0.00079356,0.002032615,0.004429137,0.00403945,0.001338346,0.001533444,0.003534738,0.001368945,0.001296295,0.002169142,0.002916976,0.004849672,0.0037951,0.001238495,0.002195571,0.001416052,0.002145713,0.003785947,0.001385072,0.002634465,0.000708674,0.00151804,0.000749819,0.001932593
